Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
AMH;445723;USD;2015;FY;2015-12-31;2016-02-26;210600111;210600111;630576000;-293319000;337257000;-293062000;-26867000;;-242848000;44195000;-89413000;-89413000;-45218000;-2730000;-47948000;;-47948000;;-62301000;-84577000
AMH;445723;USD;2014;FY;2014-12-31;2015-03-02;196348757;196348757;398874000;-184814000;214060000;-215994000;-21947000;;-165516000;-1934000;-19881000;-19881000;-21815000;-11277000;-33092000;;-33092000;;-48057000;-66985000
AMH;445723;USD;2013;FY;2013-12-31;2014-03-26;123592086;123592086;139032000;-28693000;110339000;-85710000;-8845000;;-70987000;24629000;-370000;-370000;24259000;-44333000;-20074000;;-20074000;1008000;-32311000;-43927000
AMH;445723;USD;2012;FY;2012-12-31;2013-09-19;7225512;7225512;4540000;-2783000;1757000;-10249000;-7199000;;-2111000;-8492000;;;-8492000;-1744000;-10236000;;-10236000;;-10236000;-10236000
AOS;445771;USD;2017;FY;2017-12-31;2018-02-16;172666056;174605189;2996700000;-1758000000;1238700000;-718200000;-718200000;;;520500000;300000;-10100000;520800000;;520800000;-224300000;296500000;;296500000;296500000
AOS;445771;USD;2016;FY;2016-12-31;2017-02-17;174712683;176825280;2685900000;-1566600000;1119300000;-658900000;-658900000;;;460400000;2100000;-7300000;462500000;;462500000;-136000000;326500000;;326500000;326500000
AOS;445771;USD;2015;FY;2015-12-31;2016-02-17;710489120;716036720;2536500000;-1526700000;1009800000;-610700000;-610700000;;;399100000;3400000;-7400000;402500000;;402500000;-119600000;282900000;;282900000;282900000
AOS;445771;USD;2014;FY;2014-12-31;2015-02-17;361174016;363947924;2356000000;-1496700000;859300000;-572100000;-572100000;;;287200000;-500000;-5700000;286700000;;286700000;-78900000;207800000;;207800000;207800000
AOS;445771;USD;2013;FY;2013-12-31;2014-02-20;368472612;371150680;2153800000;-1380000000;773800000;-524500000;-524500000;;;249300000;-1900000;-5700000;247400000;-11000000;236400000;-66700000;169700000;;169700000;169700000
AOS;445771;USD;2012;FY;2012-12-31;2013-02-27;739161728;744864976;1939300000;-1287300000;652000000;-450500000;-450500000;;;201500000;25100000;-9200000;226600000;-600000;226000000;-71200000;154800000;3900000;158700000;158700000
AOS;445771;USD;2011;FY;2011-12-31;2012-02-27;737904512;745193888;1710500000;-1197900000;512600000;-372800000;-372800000;;;139800000;10500000;-9300000;150300000;11200000;161500000;-50300000;111200000;194500000;305700000;305700000
AOS;445771;USD;2010;FY;2010-12-31;2011-02-24;365945968;369301720;1489300000;-1043300000;446000000;-328700000;-328700000;;;117300000;-7400000;-6900000;109900000;-35500000;74400000;-17300000;57100000;54400000;111700000;111700000
AOS;445771;USD;2009;FY;2009-12-31;2010-08-04;274314056;275814848;1375000000;-980100000;394900000;-291800000;-291800000;;;103100000;-10000000;-7200000;93100000;-1300000;91800000;-30900000;60900000;30000000;81300000;81300000
AOS;445771;USD;2018;FY;2018-12-31;2019-02-15;170589345;172194040;3187900000;-1882400000;1305500000;-753800000;-753800000;;;551700000;12800000;-8400000;564500000;-6700000;557800000;-113600000;444200000;;444200000;444200000
ARE;445788;USD;2016;FY;2016-12-31;2017-01-31;76103000;76103000;921706000;-278408000;643298000;-377274000;-63884000;;-313390000;266024000;-107137000;-106953000;158887000;-208776000;-49889000;;-49889000;90000;-65901000;-151141000
ARE;445788;USD;2015;FY;2015-12-31;2016-02-03;71529000;71529000;843474000;-261232000;582242000;-320910000;-59621000;;-261289000;261332000;-104162000;-105813000;157170000;-11013000;146157000;;146157000;-43000;144217000;116867000
ARE;445788;USD;2014;FY;2014-12-31;2015-02-24;71170000;71170000;726877000;-219164000;507713000;-277626000;-53530000;;-224096000;230087000;-78745000;-79299000;151342000;-52200000;99142000;;99142000;7636000;101574000;72113000
ARE;445788;USD;2013;FY;2013-12-31;2014-03-03;68038000;68038000;631151000;-189039000;442112000;-237643000;-48520000;;-189123000;204469000;-67952000;-67952000;136517000;-1992000;134525000;;134525000;5724000;136217000;108751000
ARE;445788;USD;2012;FY;2012-12-31;2013-02-26;62160000;62160000;574497000;-172756000;401741000;-233434000;-47747000;;-185687000;168307000;-69184000;-69184000;99123000;-4275000;94848000;;94848000;10680000;102126000;67630000
ARE;445788;USD;2011;FY;2011-12-31;2012-02-21;59078000;59078000;536780000;-157634000;379146000;-192018000;-41112000;;-150906000;187128000;-63373000;-63373000;123755000;-6485000;117270000;;117270000;18123000;131418000;101973000
ARE;445788;USD;2010;FY;2010-12-31;2011-03-01;48375474;48405040;460621000;-123309000;337312000;-155552000;-34345000;;-121207000;181760000;-69509000;-69509000;112251000;-45168000;67083000;;67083000;71939000;135293000;105941000
ARE;445788;USD;2009;FY;2009-12-31;2010-08-04;38586909;38600069;481553000;-122138000;359415000;-153542000;-36296000;;-117246000;205873000;-82111000;-82111000;123762000;11254000;135016000;;135016000;6632000;134601000;104974000
ARE;445788;USD;2017;FY;2017-12-31;2018-01-30;91546000;92063000;1128097000;-325609000;802488000;-491792000;-75009000;;-416783000;310696000;-113219000;-128645000;197477000;-3384000;194093000;;194093000;111000;169093000;145395000
ARE;445788;USD;2018;FY;2018-12-31;2019-02-05;103010000;103321000;1327459000;-381120000;946339000;-568066000;-90405000;;-477661000;378273000;23249000;-157495000;401522000;1271000;402793000;;402793000;0;379312000;363983000
ARRS;445801;USD;2014;FY;2014-12-31;2015-02-27;144386000;3894000;5322921000;-3740425000;1582496000;-1203664000;-410568000;-556575000;-236521000;378832000;-91143000;-60311000;287689000;-48459000;239230000;87981000;327211000;;327211000;327211000
ARRS;445801;USD;2013;FY;2013-12-31;2014-03-03;131980000;131980000;3620902000;-2598154000;1022748000;-957714000;-338252000;-425825000;-193637000;65034000;-75439000;-64952000;-10405000;-85745000;-96150000;47390000;-48760000;;-48760000;-48760000
ARRS;445801;USD;2012;FY;2012-12-31;2013-02-27;114161000;2353000;1353663000;-891086000;462577000;-362338000;-161338000;-170706000;-30294000;100239000;-14379000;-14555000;85860000;-11564000;74296000;-20837000;53459000;;53459000;53459000
ARRS;445801;USD;2011;FY;2011-12-31;2012-02-29;120157000;120157000;1088685000;-678172000;410513000;-328923000;-148755000;-146519000;-33649000;81590000;-12314000;-13785000;69276000;-97787000;-28511000;10849000;-17662000;;-17662000;-17662000
ARRS;445801;USD;2010;FY;2010-12-31;2011-02-25;125157000;128271000;1087506000;-663417000;424089000;-314119000;-137694000;-140468000;-35957000;109970000;-16062000;-15968000;93908000;722000;94630000;-30502000;64128000;;64128000;64128000
ARRS;445801;USD;2009;FY;2009-12-31;2010-08-06;124716000;3369000;1107806000;-645043000;462763000;-310314000;-148403000;-124550000;-37361000;152449000;-18992000;-16261000;133457000;1161000;134618000;-43849000;90769000;;90769000;90769000
ATO;445830;USD;2015;FY;2015-09-30;2015-08-05;101892000;101892000;2926985000;-1295675000;1631310000;-1019078000;-516406000;;-272408000;612232000;-117060000;-116241000;495172000;;495172000;-189549000;305623000;9452000;315075000;315075000
ATO;445830;USD;2014;FY;2014-09-30;2014-08-06;97606000;97608000;4940916000;-3358490000;1582426000;-971077000;-505154000;;-253987000;611349000;-134530000;-129295000;476819000;;476819000;-187002000;289817000;;289817000;289817000
ATO;445830;USD;2013;FY;2013-09-30;2013-08-07;90533000;91711000;3875460000;-2463410000;1412050000;-910171000;-488020000;;-235079000;501879000;-128582000;-128385000;373297000;;373297000;-142599000;230698000;12496000;243194000;243194000
ATO;445830;USD;2012;FY;2012-09-30;2012-08-09;90150000;91172000;3436162000;-2112423000;1323739000;-877499000;-453613000;;-237525000;446240000;-155818000;-141174000;290422000;;290422000;-98226000;192196000;24521000;216717000;216717000
ATO;445830;USD;2011;FY;2011-09-30;2011-08-04;90201000;90652000;4286435000;-2985615000;1300820000;-874834000;-442965000;;-223832000;425986000;-129579000;-150763000;296407000;;296407000;-106819000;189588000;18013000;207601000;207601000
ATO;445830;USD;2010;FY;2010-09-30;2011-02-09;91852000;92422000;4661060000;-3346924000;1314136000;-850303000;-454621000;;-208539000;463833000;-154779000;-154188000;309054000;;309054000;-119203000;189851000;15988000;205839000;205839000
ATR;445832;USD;2017;FY;2017-12-31;2018-02-26;62435000;64596000;2469283000;-1604181000;865102000;-541375000;-388281000;;-153094000;323727000;-26694000;-35127000;297033000;-2208000;294825000;-74796000;220029000;;220030000;220030000
ATR;445832;USD;2016;FY;2016-12-31;2016-11-04;62804000;64849000;2330934000;-1498070000;832864000;-522364000;-367562000;;-154802000;310500000;-30003000;-32594000;280497000;;280497000;-74893000;205604000;;205590000;205590000
ATR;445832;USD;2015;FY;2015-12-31;2015-11-05;62585000;64492000;2317149000;-1502650000;814499000;-490354000;-351461000;;-138893000;324145000;-29574000;-29019000;294571000;;294571000;-95276000;199295000;;199348000;199348000
ATR;445832;USD;2014;FY;2014-12-31;2014-11-06;65009000;67292000;2597809000;-1755266000;842543000;-536127000;-383909000;;-152218000;306416000;-20115000;-16232000;286301000;;286301000;-94677000;191624000;;191658000;191658000
ATR;445832;USD;2013;FY;2013-12-31;2013-11-04;66090000;68208000;2520013000;-1708936000;811077000;-514703000;-364747000;;-149956000;296374000;-20191000;-17281000;276183000;-11800000;264383000;-92457000;171926000;;171994000;171994000
ATR;445832;USD;2012;FY;2012-12-31;2012-11-02;66392000;68395000;2331036000;-1590365000;740671000;-478656000;-341634000;;-137022000;262015000;-17540000;-15954000;244475000;-3102000;241373000;-78953000;162420000;;162612000;162612000
ATR;445832;USD;2011;FY;2011-12-31;2011-11-02;66553000;69274000;2337183000;-1568286000;768897000;-481872000;-347629000;;-134243000;287025000;-12154000;-11578000;274871000;71000;274942000;-91312000;183630000;;183683000;183683000
ATR;445832;USD;2010;FY;2010-12-31;2010-11-03;67344000;69815000;2076719000;-1378792000;697927000;-429820000;-296861000;;-132959000;268107000;-13629000;-11123000;254478000;-93000;254385000;-80796000;173589000;;173481000;173481000
ATR;445832;USD;2009;FY;2009-12-31;2010-08-04;67643000;69785000;1841616000;-1225670000;615946000;-410002000;-276989000;;-133013000;205944000;-14323000;-13152000;191621000;-7563000;184058000;-59461000;124597000;;124623000;124623000
ATR;445832;USD;2018;FY;2018-12-31;2019-02-21;62437000;64958000;2764761000;-1812961000;951800000;-601702000;-429955000;;-171747000;350098000;-20249000;-25570000;329849000;-63829000;266020000;-71254000;194766000;;194745000;194745000
AZPN;445871;USD;2017;FY;2017-06-30;2017-05-02;76491000;76978000;482942000;-47466000;435476000;-223460000;-143930000;-79530000;;212016000;-1670000;-2979000;210346000;;210346000;-48150000;162196000;;162196000;162196000
AZPN;445871;USD;2016;FY;2016-06-30;2016-04-28;82892000;83309000;472344000;-48611000;423733000;-212352000;-145200000;-67152000;;211381000;-742000;-771000;210639000;;210639000;-70688000;139951000;;139951000;139951000
AZPN;445871;USD;2015;FY;2015-06-30;2015-04-28;88398000;89016000;440401000;-49576000;390825000;-211033000;-141449000;-69584000;;179792000;-321000;457000;179471000;;179471000;-61064000;118407000;;118407000;118407000
AZPN;445871;USD;2014;FY;2014-06-30;2014-04-29;92648000;93665000;391453000;-52688000;338765000;-209041000;-140631000;-68410000;;129724000;-1191000;1087000;128533000;;128533000;-42750000;85783000;;85783000;85783000
AZPN;445871;USD;2013;FY;2013-06-30;2013-04-30;93586000;95410000;311387000;-50348000;261039000;-205444000;-142928000;-62516000;;55595000;1838000;2955000;57433000;5000;57438000;-12176000;45262000;;45262000;45262000
AZPN;445871;USD;2012;FY;2012-06-30;2012-05-01;93780000;93780000;243134000;-52277000;190857000;-206165000;-149947000;-56218000;;-15308000;-145000;3374000;-15453000;301000;-15152000;1344000;-13808000;;-13808000;-13808000
AZPN;445871;USD;2011;FY;2011-06-30;2011-11-01;93488000;95853000;198154000;-52345000;145809000;-200632000;-149812000;-50820000;;-54823000;10856000;7937000;-43967000;247000;-43720000;53977000;10257000;;10257000;10257000
AZPN;445871;USD;2018;FY;2018-06-30;2018-08-08;72140000;72956000;499514000;-50644000;448870000;-239229000;-157153000;-82076000;;209641000;-6298000;-5460000;203343000;;203343000;-54655000;148688000;;148688000;148688000
AZPN;445871;USD;2019;FY;2019-06-30;2019-09-10;69925000;70787000;598345000;-57816000;540529000;-257727000;-174605000;-83122000;;282802000;20388000;19724000;303190000;;303190000;-40456000;262734000;;262734000;262734000
BG;445920;USD;2016;FY;2016-12-31;2017-02-28;139845124;148226475;42679000000;-40269000000;2410000000;-1286000000;-1286000000;;;1124000000;-171000000;-183000000;953000000;43000000;996000000;-220000000;776000000;-9000000;745000000;709000000
BG;445920;USD;2015;FY;2015-12-31;2016-02-25;143671546;152238967;43455000000;-40762000000;2693000000;-1435000000;-1435000000;;;1258000000;-233000000;-215000000;1025000000;26000000;1051000000;-296000000;755000000;35000000;791000000;738000000
BG;445920;USD;2014;FY;2014-12-31;2015-03-02;146209508;147230778;57161000000;-54540000000;2621000000;-1691000000;-1691000000;;;930000000;-243000000;-260000000;687000000;47000000;734000000;-249000000;485000000;32000000;515000000;467000000
BG;445920;USD;2013;FY;2013-12-31;2014-02-28;147204082;148257309;61347000000;-58587000000;2760000000;-1559000000;-1559000000;;;1201000000;-243000000;-287000000;958000000;56000000;1014000000;-904000000;110000000;97000000;306000000;230000000
BG;445920;USD;2012;FY;2012-12-31;2013-03-01;146000541;147135486;60991000000;-58418000000;2573000000;-1563000000;-1563000000;;;1010000000;-333000000;-241000000;677000000;-305000000;372000000;6000000;378000000;-342000000;64000000;28000000
BG;445920;USD;2011;FY;2011-12-31;2012-02-27;146583128;155209045;56097000000;-53470000000;2627000000;-1436000000;-1436000000;;;1191000000;-192000000;-199000000;999000000;21000000;1020000000;-55000000;965000000;-25000000;942000000;908000000
BG;445920;USD;2010;FY;2010-12-31;2011-12-22;141191136;156274814;43953000000;-41640000000;2313000000;-1455000000;-1455000000;;;858000000;-200000000;-227000000;658000000;2391000000;3049000000;-699000000;2350000000;38000000;2354000000;2287000000
BG;445920;USD;2009;FY;2009-12-31;2010-03-01;126448071;127669822;41926000000;-40722000000;1204000000;-1342000000;-1342000000;;;-138000000;-186000000;-161000000;-324000000;469000000;145000000;110000000;335000000;;361000000;283000000
BG;445920;USD;2008;FY;2008-12-31;2009-08-10;121527580;137591266;52574000000;-48538000000;4036000000;-1613000000;-1613000000;;;2423000000;-137000000;-147000000;2286000000;-749000000;1537000000;-245000000;1326000000;;1064000000;986000000
BG;445920;USD;2017;FY;2017-12-31;2018-02-23;140365549;141265077;45794000000;-44030000000;1764000000;-1445000000;-1445000000;;;319000000;-176000000;-225000000;143000000;87000000;230000000;-56000000;174000000;0;160000000;126000000
BG;445920;USD;2018;FY;2018-12-31;2019-02-22;140968980;141703783;45743000000;-43477000000;2266000000;-1423000000;-1423000000;;;843000000;-260000000;-308000000;583000000;-127000000;456000000;-179000000;277000000;10000000;267000000;233000000
BLKB;445967;USD;2016;FY;2016-12-31;2017-02-22;46132389;47316538;730815000;-339220000;391595000;-329795000;-237085000;-89870000;-2840000;61800000;-10874000;-10583000;50926000;;50926000;-9411000;41515000;;41515000;41515000
BLKB;445967;USD;2015;FY;2015-12-31;2016-02-24;45623854;46498704;637940000;-304631000;333309000;-286597000;-199730000;-84636000;-2231000;46712000;-9760000;-8073000;36952000;;36952000;-11303000;25649000;;25649000;25649000
BLKB;445967;USD;2014;FY;2014-12-31;2015-02-25;45215138;45799874;564421000;-273438000;290983000;-244619000;-165637000;-77179000;-1803000;46364000;-7130000;-6011000;39234000;;39234000;-10944000;28290000;;28290000;28290000
BLKB;445967;USD;2013;FY;2013-12-31;2014-02-26;44684812;45421140;503817000;-232663000;271154000;-216118000;-147934000;-65645000;-2539000;55036000;-6213000;-5818000;48823000;-3494000;45329000;-14857000;30472000;;30472000;30472000
BLKB;445967;USD;2012;FY;2012-12-31;2013-02-27;44145535;44691845;447419000;-202460000;244959000;-225149000;-158351000;-64692000;-2106000;19810000;-6110000;-5718000;13700000;-375000;13325000;-6742000;6583000;;6583000;6583000
BLKB;445967;USD;2011;FY;2011-12-31;2012-02-29;43522563;44149054;370868000;-157194000;213674000;-160946000;-112294000;-47672000;-980000;52728000;329000;-17000;53057000;-1800000;51257000;-18037000;33220000;;33220000;33220000
BLKB;445967;USD;2010;FY;2010-12-31;2011-03-01;43145189;43876155;326565000;-132139000;194426000;-148402000;-102105000;-45499000;-798000;46024000;-88000;10000;45936000;0;45936000;-16749000;29187000;;29187000;29187000
BLKB;445967;USD;2009;FY;2009-12-31;2010-08-06;42771173;43600048;309470000;-121132000;188338000;-143166000;-96878000;-45520000;-768000;45172000;-105000;-325000;45067000;;45067000;-17547000;27520000;;27520000;27520000
BLKB;445967;USD;2017;FY;2017-12-31;2018-02-20;46669440;47775702;788306000;-361904000;426402000;-361577000;-268395000;-89911000;-3271000;64825000;-9837000;-12097000;54988000;-794000;54194000;11739000;65933000;;65933000;65933000
BLKB;445967;USD;2018;FY;2018-12-31;2019-02-20;47206669;48045084;848606000;-381742000;466864000;-402857000;-299202000;-98811000;-4844000;64007000;-14795000;-15898000;49212000;-4590000;44622000;219000;44841000;;44841000;44841000
CAVM;446086;USD;2016;FY;2016-12-31;2017-02-28;60883000;60883000;603314000;-318000000;285314000;-418867000;-161051000;-257816000;;-133553000;-12659000;-12734000;-146212000;;-146212000;-997000;-147209000;;-147209000;-147209000
CAVM;446086;USD;2015;FY;2015-12-31;2016-02-22;55589000;55589000;412744000;-143767000;268977000;-282704000;-78926000;-203778000;;-13727000;-1651000;-1241000;-15378000;;-15378000;-1682000;-17060000;;-17060000;-17060000
CAVM;446086;USD;2014;FY;2014-12-31;2015-03-02;53451000;53451000;372978000;-138359000;234619000;-242094000;-70404000;-171690000;;-7475000;-1819000;-1472000;-9294000;-14888000;-24182000;-1633000;-25815000;;-15295000;-15295000
CAVM;446086;USD;2013;FY;2013-12-31;2014-02-24;51596000;51596000;303993000;-114679000;189314000;-198684000;-64088000;-134596000;;-9370000;-2381000;-1502000;-11751000;;-11751000;-1937000;-13688000;;-2965000;-2965000
CAVM;446086;USD;2012;FY;2012-12-31;2013-02-28;49886000;49886000;235480000;-102602000;132878000;-181737000;-71794000;-109943000;;-48859000;-803000;-646000;-49662000;-27680000;-77342000;-36321000;-113663000;;-112632000;-112632000
CAVM;446086;USD;2011;FY;2011-12-31;2012-02-27;48311000;50771000;259205000;-104281000;154924000;-158968000;-66771000;-92197000;;-4044000;-408000;-229000;-4452000;;-4452000;4485000;33000;;33000;33000
CAVM;446086;USD;2010;FY;2010-12-31;2011-02-28;44740000;48235000;206500000;-79487000;127013000;-115905000;-55303000;-60602000;;11108000;-1409000;-405000;9699000;;9699000;27425000;37124000;;37124000;37124000
CAVM;446086;USD;2009;FY;2009-12-31;2010-07-30;41435000;41435000;101214000;-51112000;50102000;-71333000;-28651000;-42682000;;-21231000;86000;-244000;-21145000;;-21145000;-249000;-21394000;;-21394000;-21394000
CAVM;446086;USD;2017;FY;2017-12-31;2018-03-01;68394000;68394000;984018000;-484434000;499584000;-556276000;-178335000;-377941000;;-56692000;-28927000;-29147000;-85619000;;-85619000;16760000;-68859000;;-68859000;-68859000
CCK;446122;USD;2016;FY;2016-12-31;2017-02-24;138530000;139310000;8284000000;-6830000000;1454000000;-368000000;-368000000;;;1086000000;-215000000;-231000000;871000000;-102000000;769000000;-186000000;583000000;;496000000;496000000
CCK;446122;USD;2015;FY;2015-12-31;2016-02-29;137940000;139140000;8762000000;-7353000000;1409000000;-390000000;-390000000;;;1019000000;-279000000;-259000000;740000000;-101000000;639000000;-178000000;461000000;;393000000;393000000
CCK;446122;USD;2014;FY;2014-12-31;2015-03-02;137230000;138540000;9097000000;-7715000000;1382000000;-398000000;-398000000;;;984000000;-260000000;-246000000;724000000;-203000000;521000000;-43000000;478000000;;390000000;390000000
CCK;446122;USD;2013;FY;2013-12-31;2014-03-03;139450000;140650000;8656000000;-7314000000;1342000000;-425000000;-425000000;;;917000000;-234000000;-231000000;683000000;-107000000;576000000;-148000000;428000000;;324000000;324000000
CCK;446122;USD;2012;FY;2012-12-31;2013-03-01;146100000;148400000;8470000000;-7193000000;1277000000;-382000000;-382000000;;;895000000;-218000000;-219000000;677000000;-30000000;647000000;17000000;664000000;;559000000;559000000
CCK;446122;USD;2011;FY;2011-12-31;2012-02-29;151700000;154300000;8644000000;-7296000000;1348000000;-395000000;-395000000;;;953000000;-223000000;-221000000;730000000;-140000000;590000000;-194000000;396000000;;282000000;282000000
CCK;446122;USD;2010;FY;2010-12-31;2011-02-28;159400000;162400000;7941000000;-6691000000;1250000000;-360000000;-360000000;;;890000000;-190000000;-194000000;700000000;-83000000;617000000;-165000000;452000000;;324000000;324000000
CCK;446122;USD;2009;FY;2009-12-31;2010-08-06;159100000;161900000;7938000000;-6745000000;1193000000;-381000000;-381000000;;;812000000;-235000000;-241000000;577000000;-120000000;457000000;-7000000;450000000;;334000000;334000000
CCK;446122;USD;2017;FY;2017-12-31;2018-02-26;135290000;135610000;8698000000;-7199000000;1499000000;-371000000;-371000000;;;1128000000;-241000000;-237000000;887000000;-58000000;829000000;-401000000;428000000;;323000000;323000000
CCK;446122;USD;2018;FY;2018-12-31;2019-02-28;133640000;133880000;11151000000;-9453000000;1698000000;-558000000;-558000000;;;1140000000;-381000000;-363000000;759000000;-15000000;744000000;-216000000;528000000;;439000000;439000000
COLM;446285;USD;2016;FY;2016-12-31;2017-02-23;69683000;70632000;2377045000;-1266697000;1110348000;-864084000;-864084000;;;246264000;390000;962000;246654000;10244000;256898000;-58459000;198439000;;191898000;191898000
COLM;446285;USD;2015;FY;2015-12-31;2016-02-25;70162000;71064000;2326180000;-1252680000;1073500000;-831971000;-831971000;;;241529000;-2402000;432000;239127000;8192000;247319000;-67468000;179851000;;174337000;174337000
COLM;446285;USD;2014;FY;2014-12-31;2015-02-26;69807000;70681000;2100590000;-1145639000;954951000;-763063000;-763063000;;;191888000;-323000;-49000;191565000;6956000;198521000;-56662000;141859000;;137173000;137173000
COLM;446285;USD;2013;FY;2013-12-31;2014-02-27;68756000;69434000;1684996000;-941341000;743655000;-625656000;-625656000;;;117999000;-368000;503000;117631000;13795000;131426000;-37823000;93603000;;94341000;94341000
COLM;446285;USD;2012;FY;2012-12-31;2013-02-28;67680000;68264000;1669563000;-953169000;716394000;-596635000;-596635000;;;119759000;379000;379000;120138000;13769000;133907000;-34048000;99859000;;99859000;99859000
COLM;446285;USD;2011;FY;2011-12-31;2012-02-28;67616000;68408000;1693985000;-958677000;735308000;-614658000;-614658000;;;120650000;1274000;1274000;121924000;15756000;137680000;-34201000;103479000;;103479000;103479000
COLM;446285;USD;2010;FY;2010-12-31;2011-08-05;67450000;68184000;1483524000;-854120000;629404000;-534068000;-534068000;;;95336000;1564000;1564000;96900000;7991000;104891000;-27854000;77037000;;77037000;77037000
COLM;446285;USD;2017;FY;2017-12-31;2018-02-22;69759000;70453000;2466105000;-1306143000;1159962000;-910894000;-910894000;;;249068000;3765000;4086000;252833000;13901000;266734000;-154419000;112315000;;105123000;105123000
COMM;446289;USD;2016;FY;2016-12-31;2017-02-23;192470000;196459000;4923621000;-2890032000;2033589000;-1377412000;-879495000;-200715000;-297202000;656177000;-302181000;-272010000;353996000;-81427000;272569000;-49731000;222838000;;222838000;222838000
COMM;446289;USD;2015;FY;2015-12-31;2016-02-19;189876000;189876000;3807828000;-2462008000;1345820000;-1043955000;-687389000;-135964000;-220602000;301865000;-243594000;-230533000;58271000;-120272000;-62001000;-8874000;-70875000;;-70875000;-70875000
COMM;446289;USD;2014;FY;2014-12-31;2015-02-20;186905000;191450000;3829614000;-2432345000;1397269000;-788457000;-484891000;-125301000;-178265000;608812000;-260386000;-173981000;348426000;-31363000;317063000;-80291000;236772000;;236772000;236772000
COMM;446289;USD;2013;FY;2013-12-31;2014-02-20;160641000;164013000;3480117000;-2279177000;1200940000;-803593000;-502275000;-126431000;-174887000;397347000;-253529000;-205492000;143818000;-67633000;76185000;-56789000;19396000;;19396000;19396000
COMM;446289;USD;2012;FY;2012-12-31;2013-12-03;154708000;155517000;3321885000;-2261204000;1060681000;-758543000;-461149000;-121718000;-175676000;302138000;-200936000;-185557000;101202000;-63900000;37302000;-31949000;5353000;;5353000;5353000
COMM;446289;USD;2017;FY;2017-12-31;2018-02-15;192430000;196811000;4560582000;-2788688000;1771894000;-1250502000;-794291000;-185222000;-270989000;521392000;-267878000;-252838000;253514000;-43782000;209732000;-15968000;193764000;;193764000;193764000
COMM;446289;USD;2018;FY;2018-12-31;2019-02-21;192022000;195332000;4568507000;-2880223000;1688284000;-1179291000;-729032000;-185696000;-264563000;508993000;-279256000;-235000000;229737000;-59025000;170712000;-30495000;140217000;;140217000;140217000
CPT;446323;USD;2016;FY;2016-12-31;2017-02-13;89580000;89903000;885513000;-311355000;574158000;-332045000;-76388000;;-250146000;242113000;-80509000;-93145000;161604000;295397000;457001000;-1617000;455384000;382842000;819823000;819823000
CPT;446323;USD;2015;FY;2015-12-31;2016-02-19;89120000;89490000;843214000;-301000000;542214000;-314710000;-74030000;;-240944000;227504000;-91408000;-97312000;136096000;104288000;240384000;-1872000;238512000;19750000;249315000;249315000
CPT;446323;USD;2014;FY;2014-12-31;2015-02-20;88084000;88468000;800937000;-285700000;515237000;-304408000;-78416000;;-222055000;210829000;-83946000;-94906000;126883000;158137000;285020000;-1903000;283117000;18197000;292089000;292089000
CPT;446323;USD;2013;FY;2013-12-31;2014-02-21;87204000;88494000;801758000;-285691000;516067000;-292694000;-68116000;;-216288000;223373000;-66629000;-99784000;156744000;698000;157442000;-1826000;155616000;190675000;342269000;336364000
CPT;446323;USD;2012;FY;2012-12-31;2013-02-15;83772000;85556000;709953000;-256430000;453523000;-265400000;-65955000;;-194673000;188123000;-79299000;-104246000;108824000;53810000;162634000;-1208000;161426000;132474000;289441000;283390000
CPT;446323;USD;2011;FY;2011-12-31;2012-02-17;72756000;73462000;614023000;-230212000;383811000;-234336000;-62077000;;-165486000;149475000;-99962000;-112414000;49513000;-29784000;19729000;-2220000;17509000;42452000;56835000;49379000
CPT;446323;USD;2010;FY;2010-12-31;2011-02-24;68608000;68608000;584828000;-226778000;358050000;-228926000;-55585000;;-161760000;129124000;-115151000;-125893000;13973000;-4866000;9107000;-1581000;7526000;23616000;30321000;23216000
CPT;446323;USD;2009;FY;2009-12-31;2010-07-30;62359000;62359000;613482000;-237599000;375883000;-238439000;-54985000;;-168845000;137444000;-112992000;-128296000;24452000;-92089000;-67637000;-967000;-68604000;24401000;-43800000;-50800000
CPT;446323;USD;2017;FY;2017-12-31;2018-02-16;91499000;92515000;912083000;-328742000;583341000;-360845000;-80263000;;-263974000;222496000;-63320000;-86750000;159176000;42908000;202084000;-1224000;200860000;0;196422000;196422000
CPT;446323;USD;2018;FY;2018-12-31;2019-02-15;95208000;95366000;963837000;-343579000;620258000;-375178000;-80767000;;-300946000;245080000;-82962000;-84263000;162118000;0;162118000;-1424000;160694000;0;156128000;156128000
CSL;446361;USD;2017;FY;2017-12-31;2018-02-16;63073000;63551000;4089900000;-2941900000;1148000000;-642300000;-589400000;-54900000;;505700000;-33500000;-33500000;472200000;-4000000;468200000;-102900000;365300000;200000;365500000;365500000
