Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
NTRI;346874;USD;2017;FY;2017-12-31;2018-02-28;29706000;30191000;57872000;15082000;14732000;-7939000;;;;;79747000;-13408000;-23908000;;-37316000;-21351000;;-1504000;-27400000;15031000
NTRI;346874;USD;2018;FY;2018-12-31;2019-02-26;29396000;29750000;58593000;15875000;11215000;-5771000;;;;;79912000;-11481000;-11407000;;-22888000;-30152000;;-24365000;-59437000;-2413000
HST;346970;USD;2018;FY;2018-12-31;2019-02-26;739800000;740600000;1151000000;944000000;-849000000;54000000;;;;54000000;1300000000;1131000000;;-1032000000;100000000;-629000000;-103000000;;-748000000;647000000
HST;346970;USD;2017;FY;2017-12-31;2018-02-27;738600000;739100000;571000000;751000000;-41000000;-51000000;;;;-51000000;1230000000;204000000;;-498000000;-267000000;-628000000;280000000;;-402000000;565000000
HST;346970;USD;2016;FY;2016-12-31;2016-11-02;743000000;743700000;771000000;724000000;-204000000;11000000;;;;11000000;1302000000;-54000000;;-68000000;-99000000;-596000000;-219000000;-218000000;-1037000000;167000000
HST;346970;USD;2015;FY;2015-12-31;2015-10-30;752400000;752900000;565000000;708000000;-93000000;-20000000;;;;-20000000;1160000000;-383000000;;-442000000;-708000000;-646000000;482000000;-675000000;-857000000;-421000000
HST;346970;USD;2014;FY;2014-12-31;2014-10-31;755400000;786800000;741000000;693000000;-186000000;-108000000;;;;-108000000;1140000000;69000000;;-203000000;-86000000;-469000000;-751000000;4000000;-1219000000;-173000000
HST;346970;USD;2013;FY;2013-12-31;2013-11-06;744400000;747900000;325000000;707000000;-54000000;41000000;;;;41000000;1019000000;207000000;;-240000000;-75000000;-313000000;-476000000;303000000;-493000000;444000000
HST;346970;USD;2012;FY;2012-12-31;2012-10-15;718200000;719600000;63000000;754000000;-6000000;-30000000;;;;-30000000;781000000;-478000000;;-573000000;-886000000;-187000000;-368000000;274000000;-305000000;-409000000
HST;346970;USD;2011;FY;2011-12-31;2011-10-17;693000000;693000000;-16000000;655000000;28000000;-5000000;;;;-5000000;662000000;-496000000;;-1096000000;-1576000000;-70000000;399000000;323000000;628000000;-287000000
HST;346970;USD;2010;FY;2010-12-31;2010-10-15;656100000;656100000;-132000000;593000000;34000000;26000000;;;;26000000;521000000;-297000000;;-343000000;-706000000;-127000000;-642000000;406000000;-343000000;-528000000
HST;346970;USD;2009;FY;2009-12-31;2009-10-16;;587200000;-258000000;703000000;-10000000;117000000;;;;117000000;552000000;-141000000;;6000000;-116000000;-51000000;1000000;767000000;698000000;1134000000
OMI;347188;USD;2017;FY;2017-12-31;2018-02-23;60001000;60001000;72793000;59443000;-29104000;-46358000;;;;;56774000;-50074000;;-366569000;-416643000;-63151000;351475000;-5000000;272806000;-80966000
OMI;347188;USD;2016;FY;2016-12-31;2017-02-17;61093000;61093000;108787000;55393000;20299000;3216000;;;;;187695000;-24746000;;0;-24746000;-63382000;0;-71028000;-142704000;24468000
OMI;347188;USD;2015;FY;2015-12-31;2016-02-25;62116000;62117000;103409000;65982000;8058000;92794000;;;;;270243000;-36473000;;0;-36473000;-63651000;-33700000;-20000000;-124879000;104248000
OMI;347188;USD;2014;FY;2014-12-31;2015-02-23;62220000;62226000;66503000;63407000;19437000;-153108000;;;;;-3761000;-70652000;;-248536000;-317251000;-63104000;364041000;-8754000;278560000;-45133000
OMI;347188;USD;2013;FY;2013-12-31;2014-02-25;62625000;62661000;110882000;50586000;9758000;-30672000;;;;;140554000;-57078000;;0;-57078000;-60731000;0;-13524000;-81980000;4017000
OMI;347188;USD;2012;FY;2012-12-31;2013-02-22;62765000;62844000;109003000;39604000;7188000;62711000;;;;;218506000;-35665000;;-155210000;-190875000;-55681000;0;-10014000;-68415000;-38050000
OMI;347188;USD;2011;FY;2011-12-31;2012-02-24;62756000;62924000;115198000;34135000;23205000;-104119000;;;;;68419000;-33885000;;0;-33885000;-50909000;;-6945000;-57531000;-23275000
OMI;347188;USD;2010;FY;2010-12-31;2011-02-25;62315000;62563000;110579000;29148000;26080000;-22624000;;;;;143183000;-37423000;;;-37423000;-44780000;;7234000;-41023000;63077000
OMI;347188;USD;2009;FY;2009-12-31;2010-07-30;61716000;62084000;116859000;25265000;22468000;53446000;;;;;218038000;-28209000;;;-21215000;-38370000;-150578000;6593000;-181830000;88250000
OMI;347188;USD;2018;FY;2018-12-31;2019-03-06;60014000;60014000;-437012000;101927000;436444000;14230000;;;;;115589000;-63995000;;-751834000;-815829000;-48200000;785000000;0;701071000;-1155000
MAN;348449;USD;2015;FY;2015-12-31;2016-02-22;76800000;77700000;419200000;77700000;131200000;-116600000;;;;;511500000;-37600000;;-260500000;-298100000;-121000000;456100000;-580200000;-144200000;31300000
MAN;348449;USD;2014;FY;2014-12-31;2015-02-20;79500000;80700000;427600000;83800000;109000000;-314200000;;;;;306200000;-49400000;;-32000000;-81400000;-77300000;13400000;-143500000;-188200000;-38400000
MAN;348449;USD;2013;FY;2013-12-31;2014-02-21;78000000;79600000;288000000;94300000;65300000;-50900000;;;;;396700000;-41300000;;-46300000;-87600000;-72000000;-271300000;0;-226200000;89500000
MAN;348449;USD;2012;FY;2012-12-31;2013-02-22;79500000;80100000;197600000;100500000;47300000;-13800000;;;;;331600000;-68300000;;-49000000;-117300000;-67800000;41700000;-138200000;-164600000;67600000
MAN;348449;USD;2011;FY;2011-12-31;2012-02-23;81600000;82800000;251600000;104400000;80800000;-367600000;;;;;69200000;-60500000;;-49000000;-109500000;-65100000;15300000;-104500000;-123500000;-192100000
MAN;348449;USD;2010;FY;2010-12-31;2011-02-24;81000000;81000000;-263600000;110100000;412000000;-76400000;;;;;182100000;-53600000;;-270000000;-323600000;-60800000;-14900000;-34800000;-82100000;-242000000
MAN;348449;USD;2009;FY;2009-12-31;2010-08-05;78300000;78300000;-9200000;97200000;86900000;239400000;;;;;414300000;-31500000;;-8300000;-39800000;-58000000;-227400000;0;-270700000;140600000
MAN;348449;USD;2016;FY;2016-12-31;2017-02-21;70100000;70800000;443700000;85300000;120700000;-49700000;;;;;600000000;-52800000;;-57600000;-110400000;-118400000;-6700000;-482200000;-597600000;-132000000
MAN;348449;USD;2017;FY;2017-12-31;2018-02-23;67100000;67900000;545400000;84400000;-150000000;-78900000;;;;;400900000;-41800000;;-32700000;-74500000;-123700000;5200000;-203900000;-319300000;90500000
MAN;348449;USD;2018;FY;2018-12-31;2019-02-22;64600000;65100000;556700000;85800000;38900000;-198300000;;;;;483100000;-45800000;;-9100000;-54900000;-127300000;178200000;-500700000;-484900000;-97100000
PODD;349262;USD;2015;FY;2015-12-31;2016-02-29;56785646;56785646;-73520000;15838000;37126000;8004000;;;;;-12552000;-10608000;;-4715000;-15323000;;-5576000;7851000;-371000;-28521000
PODD;349262;USD;2014;FY;2014-12-31;2015-02-26;55628542;55628542;-51500000;12223000;59226000;-11032000;;;;;8917000;-11486000;;0;-11486000;;1111000;11586000;4032000;1463000
PODD;349262;USD;2013;FY;2013-12-31;2014-02-28;54010887;54010887;-44974000;11806000;29991000;6525000;;;;;3348000;-7307000;;0;-7307000;;-2994000;102652000;96393000;92434000
PODD;349262;USD;2012;FY;2012-12-31;2013-02-28;47924324;47924324;-51867000;11030000;23541000;-11763000;;;;;-29059000;-10991000;;;-10991000;;0;4927000;3388000;-36662000
PODD;349262;USD;2011;FY;2011-12-31;2012-02-28;46689880;46689880;-45831000;8503000;9346000;2530000;;;;;-25452000;-11114000;;-37855000;-48969000;;50588000;5460000;55102000;-19319000
PODD;349262;USD;2010;FY;2010-12-31;2011-08-09;39607899;39607899;-61159000;5077000;27857000;-7400000;;;;;-35625000;-6549000;;;-6549000;;-20763000;48683000;27452000;-14722000
PODD;349262;USD;2016;FY;2016-12-31;2017-02-28;57251377;57251377;-28879000;13833000;44540000;-13583000;;;;;15911000;-22115000;-177654000;5714000;-178010000;;174579000;4854000;176567000;14502000
PODD;349262;USD;2017;FY;2017-12-31;2018-02-22;58003434;58003434;-26831000;13854000;52569000;1615000;;;;;41207000;-77226000;-297965000;0;-210797000;;292797000;15804000;304547000;135403000
PODD;349262;USD;2018;FY;2018-12-31;2019-02-26;58859574;61008024;3292000;15646000;69784000;-52823000;;;;;35899000;-162354000;-191424000;0;-184504000;;-6699000;15815000;-8665000;-158671000
TSRO;349753;USD;2017;FY;2017-12-31;2018-02-28;54080000;54080000;-496126000;9530000;128890000;-42415000;;;;;-400121000;-65643000;;;-66513000;;293596000;29711000;323307000;-142782000
TSRO;349753;USD;2016;FY;2016-12-31;2016-11-04;47652000;47652000;-374224000;3113000;77845000;5595000;;;;;-287671000;-21835000;;;-23324000;;;866884000;866884000;555731000
TSRO;349753;USD;2015;FY;2015-12-31;2015-10-30;39387000;39387000;-247749000;1037000;37274000;14907000;;;;;-194531000;-19305000;;;-19805000;;;187621000;187621000;-26715000
TSRO;349753;USD;2014;FY;2014-12-31;2014-11-06;35739000;35739000;-171012000;349000;38912000;14266000;;;;;-117485000;-25911000;;;-25911000;;194698000;96111000;269947000;126551000
TSRO;349753;USD;2013;FY;2013-12-31;2013-11-08;31559000;31559000;-92362000;179000;9699000;-2404000;;;;;-84888000;-2340000;;;-2340000;;;92093000;92093000;4865000
TSRO;349753;USD;2012;FY;2012-12-31;2012-10-26;13696000;13696000;-61763000;64000;9803000;9139000;;;;;-42757000;-8165000;;;-7965000;;;136342000;136342000;85620000
TSRO;349753;USD;2011;FY;2011-12-31;2012-07-27;514000;514000;-16398000;35000;805000;1417000;;;;;-14141000;-598000;;;-698000;;;52131000;52131000;37292000
DVA;349826;USD;2017;FY;2017-12-31;2018-02-23;188625559;191349000;830555000;777485000;167085000;132324000;-156305000;-18625000;26876000;280378000;1907449000;-905250000;254772000;-716359000;-1366731000;;154848000;-781697000;-766257000;-225285000
DVA;349826;USD;2016;FY;2016-12-31;2016-11-02;201641173;204904656;1033082000;720252000;-6981000;217091000;-152240000;22920000;11897000;334514000;1963444000;-829095000;112734000;-485307000;-1201668000;;-124630000;-1074279000;-1351981000;-585929000
DVA;349826;USD;2015;FY;2015-12-31;2015-11-05;211867714;216251807;427410000;638024000;925698000;-433932000;-202867000;-48313000;30998000;-213750000;1557200000;-707998000;-79250000;-94665000;-881784000;;543026000;-523780000;-138970000;533875000
DVA;349826;USD;2014;FY;2014-12-31;2014-11-06;212301827;216927681;863330000;590935000;445493000;-440351000;-40676000;-46398000;-2956000;-350321000;1459407000;-642348000;-337521000;-298685000;-1277729000;;-7979000;19500000;-164979000;18992000
DVA;349826;USD;2013;FY;2013-12-31;2013-11-06;209939364;214763887;757201000;528119000;413840000;74181000;-59640000;-8971000;16666000;126126000;1773341000;-619988000;-7950000;-249441000;-876882000;;-437288000;16423000;-482991000;412501000
DVA;349826;USD;2012;FY;2012-12-31;2012-10-31;192035878;195942160;641237000;343908000;149851000;-34148000;-47673000;4052000;40878000;-31405000;1100848000;-550976000;10388000;-4291870000;-4832450000;;3962148000;6647000;3872384000;139996000
DVA;349826;USD;2011;FY;2011-12-31;2011-11-04;189316054;193064220;573395000;267315000;164204000;175132000;-88848000;10270000;84400000;169310000;1180046000;-402554000;5245000;-1002259000;-1399228000;;127660000;-312032000;-247183000;-466365000
DVA;349826;USD;2010;FY;2010-12-31;2010-11-05;203008746;206118342;484219000;234378000;222042000;-100956000;55379000;-3892000;4228000;-156671000;839683000;-274311000;3092000;-165775000;-436633000;;674756000;-564736000;-82392000;320658000
DVA;349826;USD;2009;FY;2009-12-31;2009-11-05;207207770;208335370;479759000;228986000;127323000;-169358000;-32313000;15115000;-104879000;-47281000;666710000;-277034000;8347000;-79920000;-346060000;;-61232000;-85587000;-192072000;128578000
DVA;349826;USD;2008;FY;2008-12-31;2009-08-07;210298896;211879450;421320000;216917000;168336000;-192872000;-149939000;-2715000;57422000;-97640000;613701000;-318027000;19589000;-101429000;-397739000;;-13551000;-192468000;-252127000;-36165000
DVA;349826;USD;2018;FY;2018-12-31;2019-02-22;170785999;172364581;333040000;591035000;748666000;98899000;-81176000;73505000;-35959000;142529000;1771640000;-987138000;29977000;-52128000;-1005643000;;694777000;-1147934000;-625354000;137293000
DPLO;349954;USD;2015;FY;2015-12-31;2016-02-29;60730133;63096951;24772000;30841000;-11310000;-14856000;;;;;29447000;-4624000;;-294955000;-311573000;;117000000;198329000;291769000;9643000
DPLO;349954;USD;2014;FY;2014-12-31;2015-03-03;36012592;38553995;4551000;8139000;10528000;-32786000;;;;;-9568000;-1487000;;-55599000;-66084000;;-88164000;178855000;84500000;8848000
DPLO;349954;USD;2013;FY;2013-12-31;2014-11-25;33141500;33141500;-26120000;3934000;38311000;-9898000;;;;;6227000;-852000;;-14732000;-20292000;-1684000;25062000;;23174000;9109000
DPLO;349954;USD;2016;FY;2016-12-31;2017-03-08;65970396;68047723;25020000;50045000;21270000;-65009000;;;;;31326000;-6217000;;-67156000;-85967000;;33255000;4448000;34994000;-19647000
DPLO;349954;USD;2017;FY;2017-12-31;2018-03-01;68130322;68780053;15188000;66566000;12241000;41260000;;;;;135255000;-6652000;;-623167000;-633319000;;587995000;7875000;574363000;76299000
DPLO;349954;USD;2018;FY;2018-12-31;2019-03-18;74244520;74244520;-302269000;97112000;326816000;-86617000;;;;;35042000;12309000;;-13070000;-11235000;;-97450000;4098000;-98573000;-74766000
FOE;350054;USD;2016;FY;2016-12-31;2017-03-01;83298000;84910000;-19887000;46805000;58094000;-22382000;;;;;62630000;-21311000;;-129511000;-150822000;;360339000;-10289000;81997000;-12798000
FOE;350054;USD;2015;FY;2015-12-31;2016-02-24;86718000;88433000;63104000;41061000;-45728000;-7235000;;;;;51202000;-42445000;;-202155000;-244600000;;235129000;-38167000;119726000;-82120000
FOE;350054;USD;2014;FY;2014-12-31;2015-02-25;86920000;86920000;86231000;35384000;-27751000;-33391000;;;;;60473000;-47028000;;122232000;75204000;;456355000;684000;-18143000;112172000
FOE;350054;USD;2013;FY;2013-12-31;2014-02-24;86484000;87497000;72445000;47123000;-99656000;-1448000;;;;;18464000;-959000;;16912000;17168000;;408318000;666000;-36715000;-1248000
FOE;350054;USD;2012;FY;2012-12-31;2013-03-05;86288000;86288000;-373034000;57384000;323037000;16271000;;;;;23658000;-55642000;;;-55308000;;435510000;107000;36457000;6585000
FOE;350054;USD;2011;FY;2011-12-31;2012-02-29;86119000;86778000;5134000;63493000;45917000;-61311000;;;;;53233000;-66272000;;;-65127000;-165000;654770000;1053000;5904000;-6044000
FOE;350054;USD;2010;FY;2010-12-31;2011-08-01;85823000;86539000;15403000;76936000;21051000;85475000;;;;;198865000;-26523000;;-6938000;-33322000;-660000;-144254000;137000;-157264000;10528000
FOE;350054;USD;2017;FY;2017-12-31;2018-02-28;83713000;85156000;57768000;50085000;53098000;-76161000;;;;;84790000;-50552000;;-128926000;-178911000;;696550000;4526000;108363000;17969000
FOE;350054;USD;2018;FY;2018-12-31;2019-02-27;83940000;85085000;80946000;53974000;27303000;20570000;;;;;182793000;-80619000;;-74954000;-155536000;;284908000;-28043000;16387000;40750000
CHEF;350160;USD;2017;FY;2018-01-31;2018-03-09;26118482;27424526;14366000;8516000;20209000;-11594000;;;;;31497000;-12311000;;-30095000;-42406000;;21190000;;19429000;8642000
CHEF;350160;USD;2016;FY;2017-01-31;2017-03-10;25919480;26029609;3023000;7082000;35812000;-7003000;;;;;38914000;-16073000;;-19742000;-35815000;;42329000;;27235000;30408000
CHEF;350160;USD;2015;FY;2016-01-31;2016-03-04;25532172;26508994;16209000;5960000;17433000;-1875000;;;;;37727000;-5469000;;-123831000;-129300000;;94489000;;91046000;-874000
CHEF;350160;USD;2014;FY;2015-01-31;2015-03-11;24638135;24844565;14215000;3113000;7057000;-14588000;;;;;9797000;-24157000;;484000;-23673000;;-7054000;;-2698000;-16686000
CHEF;350160;USD;2013;FY;2014-01-31;2014-03-12;21766743;21995042;16990000;2521000;7729000;-16602000;;;;;10638000;-11704000;;-77995000;-89699000;;94766000;;98727000;19896000
CHEF;350160;USD;2012;FY;2013-01-31;2013-03-13;20612407;20926365;14511000;2074000;5759000;-13953000;;;;;8391000;-3186000;;-72521000;-75707000;;67487000;0;65401000;-1915000
CHEF;350160;USD;2011;FY;2012-01-31;2012-03-29;17591376;18031651;7698000;1442000;11898000;-4318000;;;;;16720000;-2076000;;-17757000;-19833000;;5157000;0;3168000;55000
CHEF;350160;USD;2010;FY;2011-01-31;2011-10-04;21331646;21331646;15874000;1388000;-1302000;-2436000;;;;;13524000;-1133000;;-3738000;-73294000;-1597000;-28675000;97500000;60873000;1103000
CHEF;350160;USD;2018;FY;2019-01-31;2019-03-01;28703265;29678919;20402000;10296000;27890000;-13506000;;;;;45082000;-19787000;;-13901000;-33688000;;-49360000;;-10442000;906000
KTWO;350257;USD;2015;FY;2015-12-31;2016-03-04;40237848;40237848;-39216000;24940000;13187000;-17221000;;;;;-18310000;-14280000;;0;-14280000;0;0;56226000;56226000;23235000
KTWO;350257;USD;2014;FY;2014-12-31;2015-03-18;31887246;31887246;-59637000;33324000;11569000;-15418000;;;;;-30162000;-15871000;;-6667000;-22538000;-18547000;-48078000;123461000;56836000;3992000
KTWO;350257;USD;2013;FY;2013-12-31;2014-06-05;22238632;22238632;-37913000;36776000;-3063000;-14890000;;;;;-19090000;-9934000;;0;-9934000;0;30135000;-755000;29380000;408000
KTWO;350257;USD;2016;FY;2016-12-31;2017-05-02;41729013;41729013;-41660000;29212000;14167000;-15017000;;;;;-13298000;-31021000;;6608000;-24413000;0;47108000;2244000;49133000;10865000
KTWO;350257;USD;2017;FY;2017-12-31;2018-03-01;42739525;42739525;-37145000;26785000;11337000;-13790000;;;;;-12813000;-17944000;;61000;-17883000;;0;9397000;8424000;-21547000
IRG;350449;USD;2015;FY;2015-12-31;2016-03-03;25731000;25731000;-24849000;25831000;12855000;11542000;;;;;28047000;-14603000;;;-2269000;;-36100000;;-36234000;-10456000
IRG;350449;USD;2014;FY;2014-12-31;2015-03-13;25659000;25659000;-33382000;23901000;22230000;5643000;;;;;16960000;-25968000;;;-25294000;;30543000;;25635000;17301000
IRG;350449;USD;2013;FY;2013-12-31;2013-11-05;25629000;25636000;7835000;21415000;-5202000;14195000;;;;;16919000;-51010000;;;-107135000;;86982000;;84259000;-5957000
IRG;350449;USD;2012;FY;2012-12-31;2012-10-30;23328000;23329000;8714000;18572000;5363000;7983000;;;;;40632000;-45353000;;;-44012000;;8367000;;6584000;3204000
IRG;350449;USD;2016;FY;2016-12-31;2016-11-02;25834000;25834000;-44361000;23227000;29239000;-1955000;;;;;6150000;-7601000;;;-6656000;;-6852000;;-6881000;-7387000
BBRG;350647;USD;2015;FY;2015-12-31;2016-02-29;15143000;15865000;4580000;22520000;8434000;6696000;;;;;42230000;-24605000;;;-24605000;;-12700000;-4488000;-17605000;20000
BBRG;350647;USD;2014;FY;2014-12-31;2015-03-06;18863000;19701000;11822000;20607000;4770000;9709000;;;;;46908000;-29914000;;;-29914000;;39884000;-63510000;-24207000;-7213000
BBRG;350647;USD;2013;FY;2013-12-31;2014-03-03;19542000;20432000;7543000;20417000;13260000;-3485000;;;;;37735000;-29632000;;;-29632000;;-7393000;-6340000;-14180000;-6077000
BBRG;350647;USD;2012;FY;2012-12-31;2013-03-05;19584000;20612000;16148000;19291000;13595000;3266000;;;;;52300000;-36387000;;;-36387000;;-9485000;-2544000;-12289000;3624000
BBRG;350647;USD;2011;FY;2011-12-31;2012-03-06;19322000;20550000;76444000;17350000;-44986000;2790000;;;;;51598000;-35542000;;;-35542000;;-8429000;213000;-8423000;7633000
BBRG;350647;USD;2010;FY;2010-12-31;2011-08-09;9281000;9281000;-1230000;16768000;21672000;472000;;;;;37682000;-18691000;;;-18691000;;-78918000;65100000;-16780000;2211000
BBRG;350647;USD;2016;FY;2016-12-31;2017-03-06;14680000;14680000;-74715000;22419000;71284000;1362000;;;;;20350000;-15512000;;;-15512000;;-2205000;-2397000;-4841000;-3000
BBRG;350647;USD;2017;FY;2017-12-31;2018-03-15;15173000;15173000;-9769000;21469000;4846000;-4039000;;;;;12507000;-9276000;;;-9276000;;-3264000;25000;-3282000;-51000
RIG;350729;USD;2017;FY;2017-12-31;2018-02-21;391000000;391000000;-3097000000;832000000;3341000000;68000000;;;;;1144000000;-147000000;;;-587000000;;-990000000;;-1090000000;-533000000
RIG;350729;USD;2016;FY;2016-12-31;2016-11-02;367000000;367000000;827000000;893000000;65000000;126000000;;;;;1911000000;-1314000000;;;-1313000000;;230000000;;115000000;713000000
RIG;350729;USD;2015;FY;2015-12-31;2015-11-04;363000000;363000000;897000000;963000000;1891000000;-306000000;;;;;3445000000;-1947000000;;;-1932000000;;-1396000000;;-1809000000;-296000000
RIG;350729;USD;2014;FY;2014-12-31;2014-11-10;362000000;362000000;-1900000000;1129000000;4020000000;-1029000000;;;;;2220000000;-1915000000;;;-1828000000;;-363000000;;-1000000000;-608000000
RIG;350729;USD;2013;FY;2013-12-31;2013-11-06;360000000;360000000;1407000000;1109000000;222000000;-820000000;;;;;1918000000;-2064000000;;204000000;-1658000000;;-1394000000;;-2151000000;-1891000000
RIG;350729;USD;2012;FY;2012-12-31;2012-11-05;356000000;356000000;-211000000;1306000000;1070000000;543000000;;;;;2708000000;-1218000000;;789000000;-389000000;;-738000000;;-1202000000;1117000000
RIG;350729;USD;2011;FY;2011-12-31;2011-11-03;322000000;322000000;-5677000000;1451000000;5325000000;726000000;;;;;1825000000;-1006000000;;-799000000;-1896000000;;921000000;1211000000;734000000;663000000
RIG;350729;USD;2010;FY;2010-12-31;2010-11-03;320000000;320000000;969000000;1589000000;843000000;505000000;;;;;3906000000;-1331000000;37000000;;-721000000;;-704000000;-240000000;-961000000;2224000000
RIG;350729;USD;2009;FY;2009-12-31;2009-11-04;320000000;321000000;3170000000;1433000000;430000000;565000000;;;;;5598000000;-3023000000;295000000;;-2694000000;;-2739000000;;-2737000000;167000000
RIG;350729;USD;2008;FY;2008-12-31;2009-08-14;318000000;321000000;4029000000;1436000000;-81000000;-425000000;;;;;4959000000;-1860000000;59000000;;-2196000000;;-3069000000;51000000;-3041000000;-278000000
RIG;350729;USD;2018;FY;2018-12-31;2019-02-19;468000000;468000000;-2003000000;818000000;1614000000;129000000;;;;;558000000;-141000000;;-990000000;-1304000000;;482000000;;360000000;-386000000
CCS;350948;USD;2016;FY;2016-12-31;2017-02-15;20679189;20791937;49540000;5580000;-701000;-100255000;;;;;-45836000;-6298000;;-17000000;-23201000;;62395000;8976000;69200000;163000
CCS;350948;USD;2015;FY;2015-12-31;2016-02-19;20569012;20569012;39890000;4713000;4930000;-212267000;;;;;-162734000;-4308000;;;-4232000;;166469000;;162791000;-4175000
CCS;350948;USD;2014;FY;2014-12-31;2015-03-06;19226504;19226504;20022000;2941000;-7112000;-145522000;;;;;-129671000;-1127000;;-232585000;-233712000;;222155000;71818000;286847000;-76536000
CCS;350948;USD;2013;FY;2013-12-31;2014-08-13;12873562;12873562;12431000;937000;4553000;-85419000;;;;;-67498000;-550000;;-15708000;-16258000;;-31706000;223760000;188774000;105018000
CCS;350948;USD;2017;FY;2017-12-31;2018-03-01;24280871;24555509;50295000;6973000;-13819000;-158097000;;;;;-114648000;-17627000;;-116973000;-134446000;;376142000;98063000;308476000;59382000
CCS;350948;USD;2018;FY;2018-12-31;2019-02-13;30084913;30391346;96455000;12031000;17790000;-321854000;;;;;-195578000;-15803000;;-28036000;-43536000;;265204000;19995000;181842000;-57272000
OGS;351460;USD;2015;FY;2015-12-31;2016-02-18;52578000;53254000;119030000;133023000;25888000;116266000;;;;;394207000;-294320000;;;-294320000;-62826000;-29500000;-17071000;-109397000;-9510000
OGS;351460;USD;2014;FY;2014-12-31;2015-02-19;52364000;52946000;109790000;125722000;17618000;-6467000;;;;;246663000;-297103000;;;-297103000;-43696000;1241994000;2001000;59212000;8772000
OGS;351460;USD;2013;FY;2013-12-31;2014-02-25;52319000;52319000;99195000;144758000;21098000;-110843000;;;;;154208000;-290753000;;;-290753000;0;150645000;0;135676000;-869000
OGS;351460;USD;2016;FY;2016-12-31;2017-02-23;52453000;52963000;140095000;143829000;50004000;-52361000;;;;;281567000;-308579000;;;-308579000;-73209000;132500000;-20049000;39242000;12230000
OGS;351460;USD;2017;FY;2017-12-31;2018-02-22;52527000;52979000;162995000;151889000;56216000;-117300000;;;;;253800000;-355743000;;;-355743000;-87951000;212215000;-13055000;101693000;-250000
OGS;351460;USD;2018;FY;2018-12-31;2019-02-20;52693000;53029000;172234000;160086000;17088000;118286000;;;;;467694000;-394450000;;;-394450000;-96594000;37933000;4803000;-66334000;6910000
WR;351692;USD;2017;FY;2017-12-31;2018-02-21;142463831;142560194;336552000;371747000;184304000;19835000;;;;;912438000;-764645000;212000;0;-780434000;-223117000;48509000;659000;-131638000;366000
WR;351692;USD;2016;FY;2016-12-31;2017-02-22;142067558;142474681;361200000;338519000;216841000;-94140000;;;;;822420000;-1086970000;445000;-655000;-1012760000;-204340000;341755000;2439000;190175000;-165000
WR;351692;USD;2015;FY;2015-12-31;2016-02-24;137957515;139278223;301796000;310591000;197378000;-93915000;;;;;715850000;-700228000;373000;-575000;-649704000;-186120000;-194427000;257998000;-67471000;-1325000
WR;351692;USD;2014;FY;2014-12-31;2015-02-25;130014941;132824525;322325000;286442000;182460000;34003000;;;;;825230000;-852052000;2050000;-8000000;-838748000;-171507000;40781000;87669000;13587000;69000
WR;351692;USD;2013;FY;2013-12-31;2014-02-26;127462994;128298694;300863000;272593000;149120000;-19773000;;;;;702803000;-780098000;15326000;-4947000;-641901000;-162904000;12751000;32906000;-62244000;-1342000
WR;351692;USD;2012;FY;2012-12-31;2013-02-28;126711869;126898786;282462000;270464000;167765000;-121585000;;;;;599106000;-810209000;1131000;-8669000;-797337000;-158182000;308080000;6996000;200521000;2290000
WR;351692;USD;2011;FY;2011-12-31;2012-02-23;116890552;118290222;236180000;285322000;125436000;-184242000;;;;;462696000;-697451000;-2203000;-1943000;-701516000;-138233000;17897000;294942000;241431000;2611000
PZZA;352171;USD;2010;FY;2010-12-31;2011-02-22;52656000;52936000;55425000;32407000;11942000;-7193000;;;;;92581000;-31125000;-222000;1397000;-28657000;;;-40526000;-43218000;20768000
PZZA;352171;USD;2009;FY;2009-12-31;2010-02-23;55476000;55818000;61209000;31446000;16822000;-5651000;;;;;103826000;-33538000;-852000;366000;-36407000;;-31575000;-18647000;-53054000;14541000
PZZA;352171;USD;2008;FY;2008-12-31;2009-05-05;56248000;56528000;36796000;32773000;14313000;-10645000;;;;;73237000;-29271000;295000;1962000;-26232000;;-12125000;-33074000;-44139000;2274000
DXCM;352596;USD;2015;FY;2015-12-31;2016-02-23;79800000;79800000;-57600000;10800000;121200000;-25400000;;;;;49000000;-33300000;-17700000;-500000;-51500000;;-2300000;19100000;16800000;14300000
DXCM;352596;USD;2014;FY;2014-12-31;2015-02-25;75200000;75200000;-22400000;8400000;50400000;-12800000;;;;;23600000;-16200000;-600000;0;-16800000;;-2200000;24000000;21800000;28600000
DXCM;352596;USD;2013;FY;2013-12-31;2014-02-20;71100000;71100000;-29800000;7000000;28000000;-2800000;;;;;2400000;-7900000;28800000;0;20900000;;-200000;12000000;11800000;35100000
